symbol,side,order_type,time_in_force,original_quantity,price,average_price,order_status,order_last_filled_quantity,order_last_accumulated_quantity,order_trade_time,usd_size
ICP,SELL,LIMIT,IOC,123,5.101000,5.151000,FILLED,123,123,1756104682228,627.423
TNSR,SELL,LIMIT,IOC,4203.7,0.1205000,0.1223000,FILLED,153.4,4203.7,1756104682228,506.54585
HBAR,SELL,LIMIT,IOC,3240,0.23867,0.24107,FILLED,909,3240,1756104682228,773.2908
FET,SELL,LIMIT,IOC,580,0.6508000,0.6572000,FILLED,445,580,1756104682228,377.464
NEARUSDC,SELL,LIMIT,IOC,189,2.5140,2.5520,FILLED,186,189,1756104682228,475.14599999999996
PENGUUSDC,SELL,LIMIT,IOC,8768,0.0317220,0.0320410,FILLED,8768,8768,1756104682228,278.138496
1000PEPEUSDC,SELL,LIMIT,IOC,23172,0.0103054,0.0104620,FILLED,8401,23172,1756104682228,238.79672879999998
GRT,SELL,LIMIT,IOC,7741,0.09008,0.09097,FILLED,3230,7741,1756104682228,697.30928
ROSE,SELL,LIMIT,IOC,10949,0.02591,0.02617,FILLED,4501,10949,1756104682228,283.68859
1000SHIBUSDC,SELL,LIMIT,IOC,20071,0.0124990,0.0125812,FILLED,14572,20071,1756104682228,250.867429
UNIUSDC,SELL,LIMIT,IOC,27,10.3920,10.4523,FILLED,22,27,1756104682228,280.584
ZEREBRO,SELL,LIMIT,IOC,1283,0.0239500,0.0243100,FILLED,141,1283,1756104682228,30.72785
XRPUSDC,SELL,LIMIT,IOC,28.4,2.9434,2.9581,FILLED,28.4,28.4,1756104682228,83.59255999999999
BTCUSDC,SELL,LIMIT,IOC,0.001,111302.2,111746.5,FILLED,0.001,0.001,1756104682228,111.3022
SUIUSDC,SELL,LIMIT,IOC,28.6,3.495720,3.531050,FILLED,28.6,28.6,1756104682228,99.977592
1000FLOKI,SELL,LIMIT,IOC,575,0.0994500,0.1004500,FILLED,575,575,1756104682228,57.183749999999996
MOCA,SELL,LIMIT,IOC,1394,0.0694300,0.0700825,FILLED,1034,1394,1756104682228,96.78542
XLM,SELL,LIMIT,IOC,95,0.39264,0.39657,FILLED,48,95,1756104682228,37.3008
RENDER,SELL,LIMIT,IOC,14.3,3.5890000,3.6240000,FILLED,14.3,14.3,1756104682228,51.322700000000005
MANTA,SELL,LIMIT,IOC,714.3,0.2142000,0.2175000,FILLED,659.4,714.3,1756104682228,153.00306
JASMY,SELL,LIMIT,IOC,1332,0.015083,0.015384,FILLED,617,1332,1756104682228,20.090556
LISTA,SELL,LIMIT,IOC,262,0.2807000,0.2849000,FILLED,262,262,1756104682228,73.5434
TURBO,SELL,LIMIT,IOC,1802,0.0040968,0.0041383,FILLED,593,1802,1756104682228,7.382433600000001
TAO,SELL,LIMIT,IOC,0.035,343.73,347.22,FILLED,0.035,0.035,1756104682228,12.030550000000002
KERNEL,SELL,LIMIT,IOC,1243,0.1976000,0.2005000,FILLED,256,1243,1756104682228,245.61679999999998
RUNE,SELL,LIMIT,IOC,4,1.2840,1.2960,FILLED,4,4,1756104682228,5.136
XTZ,SELL,LIMIT,IOC,195.2,0.800,0.808,FILLED,195.2,195.2,1756104682228,156.16
PYTH,SELL,LIMIT,IOC,434,0.1180400,0.1192200,FILLED,434,434,1756104682228,51.22936
OP,SELL,LIMIT,IOC,10.7,0.7446000,0.7491000,FILLED,10.7,10.7,1756104682228,7.96722
ENJ,SELL,LIMIT,IOC,1105,0.06887,0.06990,FILLED,183,1105,1756104682228,76.10135
TIAUSDC,SELL,LIMIT,IOC,35,1.7206000,1.7380857,FILLED,5,35,1756104682228,60.221
AI,SELL,LIMIT,IOC,1065,0.122010,0.123820,FILLED,515,1065,1756104682228,129.94065
AVAXUSDC,SELL,LIMIT,IOC,0.74,24.516000,24.642000,FILLED,0.52,0.74,1756104682228,18.14184
VIRTUAL,SELL,LIMIT,IOC,328.6,1.2322000,1.2448579,FILLED,120.4,328.6,1756104682228,404.90092000000004
POL,SELL,LIMIT,IOC,189,0.2409200,0.2433500,FILLED,167,189,1756104682228,45.533879999999996
SOLUSDC,SELL,LIMIT,IOC,0.13,201.1100,202.1300,FILLED,0.13,0.13,1756104682228,26.1443
KAVA,SELL,LIMIT,IOC,413.7,0.3672,0.3708,FILLED,254.7,413.7,1756104682228,151.91064
THETA,SELL,LIMIT,IOC,314.6,0.8085,0.8165,FILLED,114.4,314.6,1756104682228,254.35410000000002
ATOM,SELL,LIMIT,IOC,21.29,4.587,4.614,FILLED,21.29,21.29,1756104682228,97.65722999999998
GALA,SELL,LIMIT,IOC,4782,0.01731,0.01748,FILLED,4782,4782,1756104682228,82.77642
IPUSDC,SELL,LIMIT,IOC,11.2,5.926250,5.979745,FILLED,5.6,11.2,1756104682228,66.374
SNX,SELL,LIMIT,IOC,103.2,0.664,0.671,FILLED,103.2,103.2,1756104682228,68.5248
JUP,SELL,LIMIT,IOC,608,0.4968000,0.5019000,FILLED,505,608,1756104682228,302.0544
ADA,SELL,LIMIT,IOC,45,0.87860,0.88300,FILLED,45,45,1756104682228,39.537
ETHUSDC,SELL,LIMIT,IOC,0.011,4598.57,4617.38,FILLED,0.011,0.011,1756104682228,50.58427
INJ,SELL,LIMIT,IOC,22.2,13.660000,13.798000,FILLED,16.0,22.2,1756104682228,303.252
ARBUSDC,SELL,LIMIT,IOC,47.8,0.554400,0.557700,FILLED,38.3,47.8,1756104682229,26.50032
BB,SELL,LIMIT,IOC,234,0.1405300,0.1426100,FILLED,234,234,1756104682229,32.88402
KSM,SELL,LIMIT,IOC,13.4,15.242,15.465,FILLED,4.8,13.4,1756104682229,204.24280000000002
VET,SELL,LIMIT,IOC,4590,0.025759,0.025916,FILLED,4590,4590,1756104682229,118.23381
ETHFIUSDC,SELL,LIMIT,IOC,135.1,1.1879000,1.1995473,FILLED,26.6,135.1,1756104682229,160.48529
DOGE,SELL,LIMIT,IOC,8230,0.221120,0.222550,FILLED,1177,8230,1756104682489,1819.8176
OL,SELL,LIMIT,IOC,177,0.0339900,0.0344600,FILLED,177,177,1756104683299,6.01623
SCR,SELL,LIMIT,IOC,555,0.3662000,0.3720000,FILLED,370,555,1756104683365,203.241
1000CHEEMS,SELL,LIMIT,IOC,73670,0.0012225,0.0012333,FILLED,38844,73670,1756104683452,90.061575
1000PEPEUSDC,SELL,LIMIT,IOC,63369,0.0103052,0.0104621,FILLED,5602,63369,1756104683525,653.0302188000001
BTC,SELL,LIMIT,IOC,0.118,111287.90,111722.70,FILLED,0.118,0.118,1756104684080,13131.972199999998
ENS,SELL,LIMIT,IOC,14.2,24.799,25.044,FILLED,1.5,14.2,1756104684198,352.14579999999995
CHZ,SELL,LIMIT,IOC,12252,0.03942,0.03982,FILLED,12252,12252,1756104684432,482.97383999999994
ADA,SELL,LIMIT,IOC,24,0.87860,0.88280,FILLED,24,24,1756104684434,21.0864
WLD,SELL,LIMIT,IOC,566,0.9211000,0.9303000,FILLED,566,566,1756104684539,521.3426000000001
WLFI,SELL,LIMIT,IOC,4516,0.2288402,0.2313819,FILLED,313,4516,1756104684793,1033.4423431999999
SUIUSDC,SELL,LIMIT,IOC,796.2,3.495473,3.530027,FILLED,44.6,796.2,1756104684793,2783.0956026000003
XRP,SELL,LIMIT,IOC,994.4,2.9431,2.9576,FILLED,351.3,994.4,1756104684793,2926.6186399999997
BTC,SELL,LIMIT,IOC,0.001,111285.90,111722.00,FILLED,0.001,0.001,1756104685656,111.2859
ADA,SELL,LIMIT,IOC,42,0.87858,0.88270,FILLED,42,42,1756104685814,36.90036
BTC,SELL,LIMIT,IOC,0.025,111284.50,111722.00,FILLED,0.025,0.025,1756104687058,2782.1125
ILV,SELL,LIMIT,IOC,39.0,14.47400,14.68635,FILLED,2.3,39.0,1756104687068,564.486
WIF,SELL,LIMIT,IOC,7.2,0.8387000,0.8471000,FILLED,7.2,7.2,1756104687070,6.03864
DOGE,SELL,LIMIT,IOC,691,0.221100,0.222420,FILLED,691,691,1756104687117,152.7801
ONDO,SELL,LIMIT,IOC,660.5,0.9316000,0.9408000,FILLED,122.1,660.5,1756104687159,615.3217999999999
ARB,SELL,LIMIT,IOC,943.4,0.554400,0.557700,FILLED,930.8,943.4,1756104687159,523.02096
AVAX,SELL,LIMIT,IOC,19,24.5150,24.6350,FILLED,19,19,1756104687243,465.785
ADA,SELL,LIMIT,IOC,40367,0.87520,0.88240,FILLED,301,40367,1756104687263,35329.1984
ENA,SELL,LIMIT,IOC,1000,0.6537000,0.6599000,FILLED,383,1000,1756104687292,653.6999999999999
SAND,SELL,LIMIT,IOC,1381,0.28380,0.28656,FILLED,279,1381,1756104687311,391.9278
XRP,SELL,LIMIT,IOC,14.7,2.9428,2.9564,FILLED,14.7,14.7,1756104687459,43.25916
1000SHIB,SELL,LIMIT,IOC,13331,0.012503,0.012579,FILLED,13331,13331,1756104687484,166.677493
COMP,SELL,LIMIT,IOC,0.401,44.84,45.28,FILLED,0.401,0.401,1756104687520,17.980840000000004
XLM,SELL,LIMIT,IOC,2317,0.39259,0.39643,FILLED,552,2317,1756104687543,909.63103
DEGO,SELL,LIMIT,IOC,1307.4,1.2465000,1.2650550,FILLED,45.6,1307.4,1756104687601,1629.6741
WLD,SELL,LIMIT,IOC,118,0.9209000,0.9302000,FILLED,118,118,1756104688072,108.6662
SOL,SELL,LIMIT,IOC,0.33,201.1900,202.1900,FILLED,0.33,0.33,1756104688102,66.3927
PNUT,SELL,LIMIT,IOC,710,0.2168500,0.2189500,FILLED,710,710,1756104688177,153.96349999999998
AXS,SELL,LIMIT,IOC,12,2.32500,2.34700,FILLED,3,12,1756104688177,27.900000000000002
DOT,SELL,LIMIT,IOC,4.5,3.941,3.965,FILLED,4.0,4.5,1756104688177,17.7345
BTC,SELL,LIMIT,IOC,0.043,111279.60,111722.00,FILLED,0.043,0.043,1756104688216,4785.0228
DOGE,SELL,LIMIT,IOC,1075,0.221020,0.222460,FILLED,1075,1075,1756104688218,237.5965
ETH,SELL,LIMIT,IOC,0.749,4597.20,4616.62,FILLED,0.749,0.749,1756104688258,3443.3028
UNI,SELL,LIMIT,IOC,750,10.3900,10.4520,FILLED,310,750,1756104688261,7792.5
ADA,SELL,LIMIT,IOC,150,0.87810,0.88280,FILLED,150,150,1756104688285,131.715
A,SELL,LIMIT,IOC,1500,0.4956600,0.5005385,FILLED,196,1500,1756104688285,743.49
LTC,SELL,LIMIT,IOC,9.166,113.00,113.55,FILLED,9.166,9.166,1756104688294,1035.758
BNB,SELL,LIMIT,IOC,0.62,859.880,864.140,FILLED,0.62,0.62,1756104688294,533.1256
API3,SELL,LIMIT,IOC,630.0,1.2768,1.2892,FILLED,103.2,630.0,1756104688303,804.384
AAVE,SELL,LIMIT,IOC,0.8,330.980,334.290,FILLED,0.8,0.8,1756104688376,264.78400000000005
JASMY,SELL,LIMIT,IOC,5298,0.015078,0.015376,FILLED,1504,5298,1756104688376,79.88324399999999
NEIRO,SELL,LIMIT,IOC,850232,0.00036700,0.00037070,FILLED,134433,850232,1756104688453,312.035144
AVAX,SELL,LIMIT,IOC,17,24.5120,24.6350,FILLED,17,17,1756104688457,416.704
INJ,SELL,LIMIT,IOC,34.9,13.661000,13.794000,FILLED,34.9,34.9,1756104688457,476.7689
LINK,SELL,LIMIT,IOC,16.18,25.457,25.591,FILLED,16.18,16.18,1756104688457,411.89426000000003
SAND,SELL,LIMIT,IOC,4,0.28379,0.28654,FILLED,4,4,1756104688505,1.13516
APT,SELL,LIMIT,IOC,8480.0,4.42910,4.48959,FILLED,437.1,8480.0,1756104688603,37558.768000000004
DEGO,SELL,LIMIT,IOC,1323.3,1.2464000,1.2644801,FILLED,168.2,1323.3,1756104688614,1649.3611199999998
TIA,SELL,LIMIT,IOC,56,1.7209000,1.7381000,FILLED,56,56,1756104688618,96.3704
TRX,SELL,LIMIT,IOC,31955,0.35242,0.35487,FILLED,15639,31955,1756104689049,11261.581100000001
RUNE,SELL,LIMIT,IOC,575,1.2830,1.2960,FILLED,575,575,1756104689089,737.7249999999999
1000SHIB,SELL,LIMIT,IOC,12083,0.012497,0.012585,FILLED,12083,12083,1756104689359,151.001251
BEL,SELL,LIMIT,IOC,319,0.24570,0.24940,FILLED,129,319,1756104689421,78.3783
ICP,SELL,LIMIT,IOC,13,5.097000,5.151000,FILLED,13,13,1756104689453,66.26100000000001
WLFI,SELL,LIMIT,IOC,30,0.2283000,0.2313000,FILLED,30,30,1756104689482,6.849
FARTCOIN,SELL,LIMIT,IOC,150.8,0.9123000,0.9223000,FILLED,129.6,150.8,1756104689494,137.57484000000002
BRETT,SELL,LIMIT,IOC,175596,0.0521600,0.0528040,FILLED,1256,175596,1756104689543,9159.08736
1000PEPE,SELL,LIMIT,IOC,1831187,0.0103978,0.0104645,FILLED,136875,1831187,1756104689543,19040.3161886
SPX,SELL,LIMIT,IOC,7486,1.2593000,1.2749179,FILLED,414,7486,1756104689544,9427.1198
HIPPO,SELL,LIMIT,IOC,3417,0.0017530,0.0017800,FILLED,3417,3417,1756104689559,5.990001
ENA,SELL,LIMIT,IOC,10,0.6536000,0.6601000,FILLED,10,10,1756104689585,6.536
CHR,SELL,LIMIT,IOC,485,0.0993,0.1008,FILLED,485,485,1756104689597,48.1605
API3,SELL,LIMIT,IOC,1295.6,1.2763,1.2894,FILLED,160.2,1295.6,1756104689624,1653.5742799999998
KERNEL,SELL,LIMIT,IOC,323,0.1972000,0.1999000,FILLED,323,323,1756104690542,63.6956
BIO,BUY,LIMIT,IOC,326,0.2485200,0.2460600,FILLED,326,326,1756104690648,81.01751999999999
ENA,SELL,LIMIT,IOC,665,0.6534000,0.6602000,FILLED,665,665,1756104690652,434.51099999999997
INJ,SELL,LIMIT,IOC,1.5,13.658000,13.796000,FILLED,1.5,1.5,1756104691341,20.487
SAPIEN,SELL,LIMIT,IOC,5901,0.2146000,0.2177823,FILLED,1130,5901,1756104691642,1266.3546000000001
WLFI,BUY,LIMIT,IOC,305,0.2368000,0.2314000,FILLED,305,305,1756104693095,72.224
WLFI,SELL,LIMIT,IOC,4121,0.2280000,0.2309000,FILLED,3698,4121,1756104694404,939.5880000000001
ARKM,SELL,LIMIT,IOC,2752,0.5158000,0.5207000,FILLED,1048,2752,1756104694407,1419.4816
MAVIA,SELL,LIMIT,IOC,76,0.1608000,0.1629000,FILLED,76,76,1756104696204,12.2208
CHESS,SELL,LIMIT,IOC,44312,0.0737200,0.0747724,FILLED,4516,44312,1756104696337,3266.6806399999996
TREE,SELL,LIMIT,IOC,6246,0.2931000,0.2960062,FILLED,1725,6246,1756104696337,1830.7026
MILK,SELL,LIMIT,IOC,23375,0.0400500,0.0406310,FILLED,5087,23375,1756104696337,936.16875
PUMPBTC,SELL,LIMIT,IOC,59853,0.0405200,0.0411266,FILLED,18979,59853,1756104696337,2425.24356
NXPC,SELL,LIMIT,IOC,1296,0.7439900,0.7513261,FILLED,707,1296,1756104696337,964.21104
TOWNS,SELL,LIMIT,IOC,20416,0.0239700,0.0241700,FILLED,20416,20416,1756104696337,489.37152000000003
SAHARA,SELL,LIMIT,IOC,5892,0.0837000,0.0845500,FILLED,11,5892,1756104696337,493.1604
KDA,SELL,LIMIT,IOC,681,0.3666000,0.3719928,FILLED,49,681,1756104696337,249.6546
ANIME,SELL,LIMIT,IOC,15664,0.0161800,0.0163300,FILLED,10364,15664,1756104696337,253.44352
IO,SELL,LIMIT,IOC,1246.2,0.6021000,0.6079390,FILLED,1.9,1246.2,1756104696337,750.3370199999999
ETHFI,SELL,LIMIT,IOC,11.6,1.1885000,1.2004000,FILLED,11.6,11.6,1756104696337,13.786599999999998
LDO,SELL,LIMIT,IOC,264,1.366600,1.374800,FILLED,264,264,1756104696337,360.7824
SXT,SELL,LIMIT,IOC,6862,0.0737400,0.0748379,FILLED,1423,6862,1756104696337,506.00388
AVA,SELL,LIMIT,IOC,918.6,0.5605000,0.5688964,FILLED,130.4,918.6,1756104696337,514.8753
ARB,SELL,LIMIT,IOC,1036.1,0.554500,0.557700,FILLED,912.1,1036.1,1756104696337,574.5174499999999
VIC,SELL,LIMIT,IOC,5603,0.2345000,0.2378777,FILLED,1187,5603,1756104696337,1313.9035
EPT,SELL,LIMIT,IOC,122549,0.0048090,0.0048809,FILLED,3358,122549,1756104696337,589.338141
CHESS,SELL,LIMIT,IOC,46621,0.0736400,0.0747138,FILLED,418,46621,1756104699275,3433.17044
EPT,SELL,LIMIT,IOC,54120,0.0048020,0.0048733,FILLED,3707,54120,1756104700178,259.88424
EPT,SELL,LIMIT,IOC,29200,0.0047970,0.0048681,FILLED,24933,29200,1756104702442,140.0724
BICO,SELL,LIMIT,IOC,54552,0.1058000,0.1074423,FILLED,771,54552,1756104703181,5771.6016
EPT,SELL,LIMIT,IOC,3767,0.0047940,0.0048660,FILLED,3767,3767,1756104706573,18.058998
ZORA,BUY,LIMIT,IOC,70,0.1129000,0.1118400,FILLED,70,70,1756104708046,7.9030000000000005
CYBER,SELL,LIMIT,IOC,236.9,2.025000,2.056000,FILLED,236.9,236.9,1756104708304,479.72249999999997
ONT,BUY,LIMIT,IOC,4162.2,0.1999,0.1970,FILLED,4162.2,4162.2,1756104711090,832.02378
GRIFFAIN,SELL,LIMIT,IOC,3622,0.0341100,0.0346813,FILLED,3146,3622,1756104714347,123.54642000000001
ONT,BUY,LIMIT,IOC,1489.0,0.2003,0.1976,FILLED,1132.8,1489.0,1756104718321,298.24670000000003
ONT,BUY,LIMIT,IOC,14116.9,0.2006,0.1978,FILLED,9622.8,14116.9,1756104720365,2831.85014
ONT,BUY,LIMIT,IOC,13472.4,0.2008,0.1981,FILLED,932.5,13472.4,1756104722462,2705.25792
DOLO,SELL,LIMIT,IOC,313,0.2809480,0.2850000,FILLED,313,313,1756104723471,87.936724
BIO,SELL,LIMIT,IOC,978,0.2417500,0.2439500,FILLED,358,978,1756104725298,236.4315
ONT,BUY,LIMIT,IOC,1546.5,0.2012,0.1988,FILLED,1546.5,1546.5,1756104726156,311.1558
BIO,SELL,LIMIT,IOC,21,0.2414000,0.2437300,FILLED,21,21,1756104730549,5.0694
ONT,BUY,LIMIT,IOC,458.9,0.2014,0.1986,FILLED,458.9,458.9,1756104735098,92.42245999999999
FHE,SELL,LIMIT,IOC,1728,0.0593800,0.0602400,FILLED,656,1728,1756104740345,102.60864000000001
SAPIEN,SELL,LIMIT,IOC,247,0.2139000,0.2171379,FILLED,25,247,1756104740345,52.8333
ONT,BUY,LIMIT,IOC,37.1,0.2019,0.1990,FILLED,37.1,37.1,1756104742101,7.49049
ONT,BUY,LIMIT,IOC,56.2,0.2019,0.1990,FILLED,56.2,56.2,1756104744436,11.34678
ONT,BUY,LIMIT,IOC,23302.0,0.2020,0.1991,FILLED,2520.2,23302.0,1756104746609,4707.004
ONT,BUY,LIMIT,IOC,139.6,0.2021,0.1991,FILLED,139.6,139.6,1756104748181,28.21316
BIO,SELL,LIMIT,IOC,20267,0.2412700,0.2436658,FILLED,1318,20267,1756104749477,4889.81909
XAI,SELL,LIMIT,IOC,28301,0.0494800,0.0499400,FILLED,1607,28301,1756104753181,1400.33348
CELO,SELL,LIMIT,IOC,14492.7,0.326,0.330,FILLED,14283.1,14492.7,1756104753684,4724.6202
ONT,BUY,LIMIT,IOC,3166.4,0.2024,0.1993,FILLED,3166.4,3166.4,1756104754292,640.87936
WLFI,SELL,LIMIT,IOC,735,0.2277000,0.2304374,FILLED,460,735,1756104754325,167.3595
ZORA,SELL,LIMIT,IOC,12808,0.1101900,0.1112002,FILLED,12387,12808,1756104755302,1411.31352
WLFI,SELL,LIMIT,IOC,3736,0.2275000,0.2304000,FILLED,1532,3736,1756104755559,849.94
ONT,BUY,LIMIT,IOC,71.9,0.2025,0.1992,FILLED,71.9,71.9,1756104756121,14.559750000000003
HIGH,SELL,LIMIT,IOC,17.1,0.555700,0.563900,FILLED,17.1,17.1,1756104756223,9.50247
ETHFIUSDC,SELL,LIMIT,IOC,586.1,1.1873000,1.1980226,FILLED,187.2,586.1,1756104756244,695.87653
LEVER,SELL,LIMIT,IOC,348675,0.0001373,0.0001407,FILLED,348675,348675,1756104756244,47.8730775
MBOX,SELL,LIMIT,IOC,101,0.0597200,0.0606300,FILLED,101,101,1756104757099,6.03172
DYDX,SELL,LIMIT,IOC,1819.4,0.644,0.651,FILLED,1819.4,1819.4,1756104758110,1171.6936
ETHFI,SELL,LIMIT,IOC,15.3,1.1868000,1.1988000,FILLED,15.3,15.3,1756104758173,18.158040000000003
BIO,SELL,LIMIT,IOC,1716,0.2410300,0.2433934,FILLED,155,1716,1756104758216,413.60748
WLFI,SELL,LIMIT,IOC,1006,0.2273000,0.2294000,FILLED,408,1006,1756104758600,228.6638
ENA,SELL,LIMIT,IOC,6739,0.6539000,0.6601000,FILLED,6739,6739,1756104758610,4406.6321
RAYSOL,SELL,LIMIT,IOC,84.6,3.4438000,3.4767203,FILLED,59.9,84.6,1756104759118,291.34547999999995
XAI,SELL,LIMIT,IOC,4352,0.0494300,0.0499200,FILLED,3594,4352,1756104759134,215.11936
BTC,SELL,LIMIT,IOC,0.001,111342.80,111768.60,FILLED,0.001,0.001,1756104759134,111.34280000000001
ICP,SELL,LIMIT,IOC,13,5.101000,5.151000,FILLED,13,13,1756104759134,66.313
XRP,SELL,LIMIT,IOC,292.3,2.9421,2.9570,FILLED,292.3,292.3,1756104760138,859.97583
HOT,SELL,LIMIT,IOC,4071785,0.000958,0.000973,FILLED,960607,4071785,1756104760142,3900.7700299999997
ONT,BUY,LIMIT,IOC,134.6,0.2026,0.1996,FILLED,134.6,134.6,1756104760341,27.269959999999998
BID,SELL,LIMIT,IOC,1,0.0989800,0.1003300,FILLED,1,1,1756104760341,0.09898
XNY,BUY,LIMIT,IOC,1,0.0071340,0.0070340,FILLED,1,1,1756104760341,0.007134
AI16Z,SELL,LIMIT,IOC,400.0,0.1163000,0.1181000,FILLED,400.0,400.0,1756104760636,46.52
WLFI,SELL,LIMIT,IOC,38,0.2272000,0.2289578,FILLED,16,38,1756104761469,8.633600000000001
AI16Z,SELL,LIMIT,IOC,7.4,0.1163000,0.1181000,FILLED,7.4,7.4,1756104762584,0.86062
COW,SELL,LIMIT,IOC,2552,0.3603000,0.3638741,FILLED,340,2552,1756104763115,919.4856
ROSE,SELL,LIMIT,IOC,10533,0.02589,0.02613,FILLED,10533,10533,1756104763524,272.69937
WLFI,SELL,LIMIT,IOC,79,0.2269000,0.2295000,FILLED,79,79,1756104763550,17.9251
WLFI,SELL,LIMIT,IOC,340,0.2267000,0.2294000,FILLED,340,340,1756104765168,77.078
WLFI,SELL,LIMIT,IOC,27,0.2265000,0.2300000,FILLED,27,27,1756104768468,6.1155
WLFI,SELL,LIMIT,IOC,10587,0.2263000,0.2291930,FILLED,701,10587,1756104771608,2395.8381
ETHW,SELL,LIMIT,IOC,4,1.722400,1.738100,FILLED,4,4,1756104772140,6.8896
ETHW,SELL,LIMIT,IOC,4,1.714900,1.740400,FILLED,4,4,1756104774614,6.8596
YFI,SELL,LIMIT,IOC,0.008,5552.0,5606.0,FILLED,0.008,0.008,1756104775512,44.416000000000004
OGN,BUY,LIMIT,IOC,10382,0.0803,0.0792,FILLED,1629,10382,1756104776122,833.6745999999999
ACT,SELL,LIMIT,IOC,46901,0.0405300,0.0409049,FILLED,2013,46901,1756104776468,1900.8975299999997
ETHW,SELL,LIMIT,IOC,4,1.713700,1.735800,FILLED,4,4,1756104777331,6.8548
1000RATS,SELL,LIMIT,IOC,335,0.0179200,0.0182700,FILLED,335,335,1756104778099,6.0032
PLUME,BUY,LIMIT,IOC,2317,0.0935800,0.0925800,FILLED,2317,2317,1756104778338,216.82486
WLFI,SELL,LIMIT,IOC,3213,0.2258000,0.2287280,FILLED,1413,3213,1756104779251,725.4954
1000WHY,SELL,LIMIT,IOC,2380068,0.0000301,0.0000307,FILLED,2380068,2380068,1756104780081,71.6400468
1000SATS,SELL,LIMIT,IOC,4390718,0.0000386,0.0000390,FILLED,518149,4390718,1756104780311,169.48171480000002
ONE,SELL,LIMIT,IOC,9337,0.01086,0.01102,FILLED,1336,9337,1756104780311,101.39982
WLFI,SELL,LIMIT,IOC,3960,0.2257000,0.2286223,FILLED,3073,3960,1756104780365,893.772
PHA,SELL,LIMIT,IOC,13524,0.1136900,0.1152300,FILLED,121,13524,1756104780367,1537.54356
WLFI,SELL,LIMIT,IOC,2201,0.2257000,0.2288787,FILLED,468,2201,1756104781441,496.76570000000004
WLFI,SELL,LIMIT,IOC,91,0.2256000,0.2288000,FILLED,91,91,1756104782584,20.5296
WLFI,SELL,LIMIT,IOC,1809,0.2256000,0.2284000,FILLED,1809,1809,1756104784626,408.11039999999997
BIO,SELL,LIMIT,IOC,675,0.2405300,0.2426200,FILLED,20,675,1756104785311,162.35775
WLFI,SELL,LIMIT,IOC,119,0.2255000,0.2282000,FILLED,119,119,1756104786391,26.834500000000002
WLFI,SELL,LIMIT,IOC,2303,0.2254000,0.2282588,FILLED,926,2303,1756104788080,519.0962
NEIRO,BUY,LIMIT,IOC,1708993,0.00037560,0.00037240,FILLED,8420,1708993,1756104789391,641.8977708
WLFI,SELL,LIMIT,IOC,2060,0.2253000,0.2285000,FILLED,194,2060,1756104789583,464.118
ONT,BUY,LIMIT,IOC,335.6,0.2028,0.2003,FILLED,335.6,335.6,1756104791162,68.05968000000001
FHE,SELL,LIMIT,IOC,61114,0.0591100,0.0599782,FILLED,959,61114,1756104796345,3612.4485400000003
ASR,SELL,LIMIT,IOC,100.7,2.763000,2.806000,FILLED,100.7,100.7,1756104804065,278.2341
FHE,SELL,LIMIT,IOC,2000,0.0589700,0.0598032,FILLED,1045,2000,1756104804065,117.94
BIO,SELL,LIMIT,IOC,40909,0.2391700,0.2420594,FILLED,1287,40909,1756104814283,9784.20553
ARB,SELL,LIMIT,IOC,1055.3,0.554300,0.557500,FILLED,1055.3,1055.3,1756104817360,584.9527899999999
FXS,SELL,LIMIT,IOC,74.3,2.700900,2.727101,FILLED,6.3,74.3,1756104818531,200.67686999999998
ARB,SELL,LIMIT,IOC,1989.8,0.554200,0.557400,FILLED,79.3,1989.8,1756104819076,1102.7471600000001
FHE,SELL,LIMIT,IOC,37402,0.0589500,0.0598503,FILLED,3384,37402,1756104819395,2204.8479
ETH,SELL,LIMIT,IOC,0.655,4604.20,4622.40,FILLED,0.655,0.655,1756104819395,3015.751
TOWNS,SELL,LIMIT,IOC,58339,0.0239100,0.0241514,FILLED,1886,58339,1756104819430,1394.8854900000001
ARB,SELL,LIMIT,IOC,2671.8,0.554100,0.557400,FILLED,2671.8,2671.8,1756104820087,1480.4443800000001
FXS,SELL,LIMIT,IOC,194.2,2.700100,2.726044,FILLED,4.1,194.2,1756104820195,524.35942
MEME,SELL,LIMIT,IOC,49229,0.0038100,0.0038480,FILLED,47409,49229,1756104821451,187.56249
WLFI,BUY,LIMIT,IOC,2824,0.2335000,0.2310000,FILLED,590,2824,1756104822379,659.404
API3,SELL,LIMIT,IOC,6.9,1.2746,1.2875,FILLED,6.9,6.9,1756104823340,8.794740000000001
ESPORTS,SELL,LIMIT,IOC,24078,0.0851000,0.0862732,FILLED,1616,24078,1756104824379,2049.0378
AERO,SELL,LIMIT,IOC,21.6,1.3507000,1.3643000,FILLED,13.4,21.6,1756104825345,29.175120000000003
EIGEN,SELL,LIMIT,IOC,13.3,1.3145000,1.3264000,FILLED,13.3,13.3,1756104825345,17.482850000000003
PENDLE,SELL,LIMIT,IOC,3,5.5001000,5.5539000,FILLED,3,3,1756104825345,16.5003
SOON,SELL,LIMIT,IOC,21,0.2343800,0.2367400,FILLED,21,21,1756104825345,4.9219800000000005
OP,SELL,LIMIT,IOC,6.7,0.7454000,0.7497000,FILLED,6.7,6.7,1756104825345,4.99418
