symbol,side,order_type,time_in_force,original_quantity,price,average_price,order_status,order_last_filled_quantity,order_last_accumulated_quantity,order_trade_time,usd_size
SXT,SELL,LIMIT,IOC,2569,0.0739800,0.0750300,FILLED,2569,2569,1756103645343,190.05462
FET,SELL,LIMIT,IOC,200,0.6552000,0.6619000,FILLED,200,200,1756103645353,131.04
AAVE,SELL,LIMIT,IOC,8.4,335.000,338.371,FILLED,0.2,8.4,1756103645354,2814.0
1000PEPEUSDC,SELL,LIMIT,IOC,557,0.0103579,0.0105156,FILLED,557,557,1756103645379,5.7693503
H,SELL,LIMIT,IOC,25237,0.0288100,0.0292500,FILLED,451,25237,1756103645451,727.0779699999999
LTC,SELL,LIMIT,IOC,1.475,113.45,114.03,FILLED,1.475,1.475,1756103645470,167.33875
BTC,SELL,LIMIT,IOC,0.002,111670.60,112117.90,FILLED,0.002,0.002,1756103645525,223.34120000000001
BCH,SELL,LIMIT,IOC,0.086,568.21,570.84,FILLED,0.086,0.086,1756103645525,48.86606
ADA,SELL,LIMIT,IOC,244,0.88380,0.88820,FILLED,244,244,1756103645525,215.6472
MYX,SELL,LIMIT,IOC,35,1.1587000,1.1759000,FILLED,35,35,1756103645525,40.554500000000004
SUI,SELL,LIMIT,IOC,5690.9,3.526600,3.561975,FILLED,305.3,5690.9,1756103645564,20069.52794
DEGEN,SELL,LIMIT,IOC,3406,0.0035160,0.0035680,FILLED,3406,3406,1756103646091,11.975496
TRUMP,SELL,LIMIT,IOC,78.31,8.424000,8.503000,FILLED,78.31,78.31,1756103646181,659.68344
ONDO,SELL,LIMIT,IOC,202.8,0.9370000,0.9464000,FILLED,202.8,202.8,1756103646381,190.02360000000002
ONT,BUY,LIMIT,IOC,770.8,0.2069,0.2037,FILLED,770.8,770.8,1756103646405,159.47852
TOWNS,SELL,LIMIT,IOC,346660,0.0236500,0.0239021,FILLED,19192,346660,1756103646443,8198.509
1000PEPE,SELL,LIMIT,IOC,44995,0.0104481,0.0105121,FILLED,37407,44995,1756103646523,470.1122595
NEAR,SELL,LIMIT,IOC,185,2.5420,2.5670,FILLED,185,185,1756103646638,470.27
TRUMPUSDC,SELL,LIMIT,IOC,1.07,8.419000,8.498000,FILLED,1.07,1.07,1756103647047,9.00833
1000SHIB,SELL,LIMIT,IOC,155819,0.012573,0.012648,FILLED,155819,155819,1756103647075,1959.1122870000002
LDO,SELL,LIMIT,IOC,15,1.371600,1.378900,FILLED,15,15,1756103647117,20.573999999999998
PHA,SELL,LIMIT,IOC,211,0.1155000,0.1171500,FILLED,211,211,1756103647120,24.3705
1000PEPEUSDC,SELL,LIMIT,IOC,204036,0.0103574,0.0105095,FILLED,3606,204036,1756103647158,2113.2824664
SAGA,SELL,LIMIT,IOC,106.1,0.2591000,0.2616000,FILLED,106.1,106.1,1756103647169,27.490509999999997
1000SATS,SELL,LIMIT,IOC,29138050,0.0000389,0.0000393,FILLED,28008067,29138050,1756103647238,1133.470145
AVAAI,SELL,LIMIT,IOC,4995,0.0256500,0.0269300,FILLED,4995,4995,1756103647279,128.12175
H,SELL,LIMIT,IOC,149976,0.0288100,0.0292318,FILLED,77074,149976,1756103647279,4320.8085599999995
DOGE,SELL,LIMIT,IOC,1986,0.222650,0.224080,FILLED,1876,1986,1756103647420,442.18289999999996
AVAX,SELL,LIMIT,IOC,1300,24.7100,24.8532,FILLED,218,1300,1756103647447,32123.0
ONDO,SELL,LIMIT,IOC,25466.9,0.9303000,0.9459313,FILLED,1083.4,25466.9,1756103647447,23691.857070000002
DOT,SELL,LIMIT,IOC,7833.3,3.968,4.003,FILLED,668.8,7833.3,1756103647447,31082.5344
IP,SELL,LIMIT,IOC,3.6,5.942930,6.001010,FILLED,3.6,3.6,1756103647491,21.394548
SYS,SELL,LIMIT,IOC,6873,0.0428400,0.0434449,FILLED,1797,6873,1756103647576,294.43932
SEI,SELL,LIMIT,IOC,495,0.2984000,0.3012000,FILLED,495,495,1756103647576,147.708
ETH,SELL,LIMIT,IOC,0.428,4640.43,4657.79,FILLED,0.397,0.428,1756103647588,1986.1040400000002
CARV,SELL,LIMIT,IOC,3048,0.3030000,0.3075109,FILLED,908,3048,1756103647608,923.544
DOGS,SELL,LIMIT,IOC,355946,0.0001457,0.0001472,FILLED,355946,355946,1756103648101,51.8613322
BTC,SELL,LIMIT,IOC,0.001,111659.50,112078.30,FILLED,0.001,0.001,1756103648105,111.65950000000001
XRP,SELL,LIMIT,IOC,3988.6,2.9520,2.9654,FILLED,1347.3,3988.6,1756103648112,11774.3472
C,SELL,LIMIT,IOC,2028,0.1904100,0.1930014,FILLED,1742,2028,1756103648125,386.15148
MUBARAK,SELL,LIMIT,IOC,111607,0.0327700,0.0332126,FILLED,34249,111607,1756103648154,3657.36139
ILV,SELL,LIMIT,IOC,100.0,14.58900,14.78962,FILLED,0.6,100.0,1756103648182,1458.9
FIL,SELL,LIMIT,IOC,907.6,2.312,2.325,FILLED,215.3,907.6,1756103648250,2098.3712
LDO,SELL,LIMIT,IOC,185,1.371200,1.379000,FILLED,185,185,1756103648327,253.672
FIDA,SELL,LIMIT,IOC,170,0.0934500,0.0943000,FILLED,170,170,1756103648338,15.886500000000002
OMNI,SELL,LIMIT,IOC,33.98,3.5570,3.5910,FILLED,33.04,33.98,1756103648346,120.86685999999999
DOT,SELL,LIMIT,IOC,60.9,3.977,4.002,FILLED,60.9,60.9,1756103648455,242.1993
BCH,SELL,LIMIT,IOC,1.301,568.06,570.66,FILLED,1.256,1.301,1756103648456,739.0460599999999
ZEN,SELL,LIMIT,IOC,3.7,7.926,8.043,FILLED,0.2,3.7,1756103648507,29.326200000000004
DOGE,SELL,LIMIT,IOC,768,0.222640,0.224080,FILLED,768,768,1756103648549,170.98752000000002
BTCUSDC,SELL,LIMIT,IOC,0.004,111687.0,112095.4,FILLED,0.004,0.004,1756103648556,446.748
APT,SELL,LIMIT,IOC,44.6,4.47520,4.51860,FILLED,44.6,44.6,1756103648608,199.59392
TRUMP,SELL,LIMIT,IOC,8.48,8.418000,8.502000,FILLED,8.48,8.48,1756103649062,71.38463999999999
COW,SELL,LIMIT,IOC,597,0.3631000,0.3668000,FILLED,597,597,1756103649062,216.77069999999998
ADA,SELL,LIMIT,IOC,893,0.88360,0.88810,FILLED,893,893,1756103649090,789.0548
NEAR,SELL,LIMIT,IOC,331,2.5410,2.5670,FILLED,331,331,1756103649090,841.071
RVN,SELL,LIMIT,IOC,93374,0.01331,0.01344,FILLED,48111,93374,1756103649107,1242.8079400000001
SUI,SELL,LIMIT,IOC,9.4,3.525800,3.560700,FILLED,9.4,9.4,1756103649134,33.14252
PIPPIN,SELL,LIMIT,IOC,31786,0.0149400,0.0151600,FILLED,7165,31786,1756103649153,474.88284
NEIRO,SELL,LIMIT,IOC,285306,0.00037050,0.00037420,FILLED,285306,285306,1756103649177,105.705873
1000PEPE,SELL,LIMIT,IOC,3337718,0.0104290,0.0105138,FILLED,29638,3337718,1756103649188,34809.061022
SOL,SELL,LIMIT,IOC,0.04,201.8000,202.7900,FILLED,0.04,0.04,1756103649191,8.072000000000001
ETH,SELL,LIMIT,IOC,0.200,4639.73,4658.62,FILLED,0.200,0.200,1756103649194,927.9459999999999
1000SATS,SELL,LIMIT,IOC,4000000,0.0000389,0.0000393,FILLED,4000000,4000000,1756103649194,155.6
MOODENG,SELL,LIMIT,IOC,1000,0.1460200,0.1475400,FILLED,286,1000,1756103649194,146.02
MEME,SELL,LIMIT,IOC,20000,0.0038140,0.0038570,FILLED,20000,20000,1756103649194,76.28
BTC,SELL,LIMIT,IOC,0.159,111656.00,112078.30,FILLED,0.159,0.159,1756103649259,17753.304
MANA,SELL,LIMIT,IOC,5992,0.2895,0.2925,FILLED,507,5992,1756103649306,1734.684
MILK,SELL,LIMIT,IOC,10697,0.0399100,0.0404691,FILLED,1372,10697,1756103649401,426.91727000000003
DF,SELL,LIMIT,IOC,8648,0.0292500,0.0296632,FILLED,1063,8648,1756103649401,252.954
CYBER,SELL,LIMIT,IOC,4.2,2.035000,2.064000,FILLED,4.2,4.2,1756103649560,8.547
C,SELL,LIMIT,IOC,151,0.1902100,0.1930900,FILLED,151,151,1756103650089,28.721709999999998
SYS,SELL,LIMIT,IOC,90627,0.0428000,0.0433982,FILLED,4217,90627,1756103650110,3878.8356
USUAL,SELL,LIMIT,IOC,17021,0.0690700,0.0697400,FILLED,14845,17021,1756103650110,1175.64047
KERNEL,SELL,LIMIT,IOC,3748,0.1982000,0.2011000,FILLED,1082,3748,1756103650110,742.8535999999999
HUMA,SELL,LIMIT,IOC,237,0.0252800,0.0255300,FILLED,237,237,1756103650179,5.99136
BTC,SELL,LIMIT,IOC,0.001,111646.70,112096.90,FILLED,0.001,0.001,1756103650303,111.6467
BTCUSDC,SELL,LIMIT,IOC,0.030,111678.9,112117.9,FILLED,0.030,0.030,1756103650332,3350.3669999999997
SOL,SELL,LIMIT,IOC,0.04,201.7900,202.8800,FILLED,0.04,0.04,1756103650350,8.0716
AVAX,SELL,LIMIT,IOC,24,24.7330,24.8670,FILLED,24,24,1756103650469,593.592
BCH,SELL,LIMIT,IOC,1600.754,559.92,570.14,FILLED,729.865,1600.754,1756103650502,896294.1796799998
PHA,SELL,LIMIT,IOC,634,0.1153100,0.1170700,FILLED,634,634,1756103650532,73.10654
AVAAI,SELL,LIMIT,IOC,1,0.0265700,0.0269300,FILLED,1,1,1756103650660,0.02657
PROVE,SELL,LIMIT,IOC,70.8,1.011800,1.021900,FILLED,70.8,70.8,1756103651293,71.63544
SUI,SELL,LIMIT,IOC,27.0,3.525700,3.561700,FILLED,27.0,27.0,1756103652112,95.1939
ONT,BUY,LIMIT,IOC,26.6,0.2069,0.2032,FILLED,26.6,26.6,1756103652222,5.50354
ETH,SELL,LIMIT,IOC,0.061,4639.49,4657.03,FILLED,0.061,0.061,1756103655086,283.00889
SUI,SELL,LIMIT,IOC,133.2,3.525100,3.560000,FILLED,131.7,133.2,1756103655105,469.54332
RLC,SELL,LIMIT,IOC,6.2,0.9859,1.0008,FILLED,6.2,6.2,1756103655216,6.11258
BCH,SELL,LIMIT,IOC,0.037,567.53,570.17,FILLED,0.001,0.037,1756103655286,20.99861
BTC,SELL,LIMIT,IOC,0.053,111653.20,112080.10,FILLED,0.053,0.053,1756103655438,5917.6196
AAVE,SELL,LIMIT,IOC,1.1,334.920,338.260,FILLED,0.4,1.1,1756103655485,368.41200000000003
MELANIA,SELL,LIMIT,IOC,16474.05,0.191900,0.193581,FILLED,2987.69,16474.05,1756103656097,3161.3701949999995
DYDX,SELL,LIMIT,IOC,736.3,0.649,0.655,FILLED,736.3,736.3,1756103656097,477.8587
BNB,SELL,LIMIT,IOC,19.62,864.720,869.282,FILLED,1.04,19.62,1756103656217,16965.8064
XRP,SELL,LIMIT,IOC,4396.7,2.9523,2.9665,FILLED,207.0,4396.7,1756103656217,12980.377410000001
NEWT,SELL,LIMIT,IOC,22,0.2866000,0.2894000,FILLED,22,22,1756103656307,6.3052
SOL,SELL,LIMIT,IOC,1.89,201.7700,202.7400,FILLED,1.69,1.89,1756103656470,381.3453
DOT,SELL,LIMIT,IOC,107.1,3.976,3.999,FILLED,107.1,107.1,1756103656549,425.82959999999997
ETH,SELL,LIMIT,IOC,1.812,4638.76,4657.00,FILLED,1.812,1.812,1756103657038,8405.433120000002
ETHUSDC,SELL,LIMIT,IOC,0.989,4640.57,4658.58,FILLED,0.696,0.989,1756103657052,4589.52373
ADA,SELL,LIMIT,IOC,2070,0.88360,0.88790,FILLED,229,2070,1756103657073,1829.0520000000001
AVAX,SELL,LIMIT,IOC,57,24.7320,24.8580,FILLED,29,57,1756103657340,1409.724
BTC,SELL,LIMIT,IOC,0.001,111639.50,112072.20,FILLED,0.001,0.001,1756103657463,111.6395
TRX,SELL,LIMIT,IOC,4,0.35409,0.35636,FILLED,4,4,1756103657463,1.41636
SOL,SELL,LIMIT,IOC,45.00,201.7600,202.7500,FILLED,15.18,45.00,1756103657531,9079.199999999999
ARB,SELL,LIMIT,IOC,785.0,0.558800,0.561900,FILLED,785.0,785.0,1756103657570,438.65799999999996
BTCUSDC,SELL,LIMIT,IOC,0.003,111666.3,112094.0,FILLED,0.003,0.003,1756103657570,334.9989
SOLUSDC,SELL,LIMIT,IOC,2.00,201.7000,202.6500,FILLED,2.00,2.00,1756103657570,403.4
KSM,SELL,LIMIT,IOC,9.5,15.332,15.560,FILLED,2.5,9.5,1756103657585,145.654
ONT,BUY,LIMIT,IOC,10180.6,0.2070,0.2034,FILLED,2627.3,10180.6,1756103658076,2107.3842
ASR,SELL,LIMIT,IOC,607.6,2.796000,2.837066,FILLED,19.2,607.6,1756103658149,1698.8496
PROVE,SELL,LIMIT,IOC,1091.4,1.011600,1.021551,FILLED,58.6,1091.4,1756103658149,1104.0602400000002
TON,SELL,LIMIT,IOC,693.4,3.2328000,3.2654680,FILLED,298.5,693.4,1756103658149,2241.62352
XRP,SELL,LIMIT,IOC,560.5,2.9519,2.9669,FILLED,560.5,560.5,1756103658149,1654.53995
IN,SELL,LIMIT,IOC,2107,0.0702600,0.0712999,FILLED,1016,2107,1756103658149,148.03782
CROSS,SELL,LIMIT,IOC,849,0.2213700,0.2247154,FILLED,388,849,1756103658149,187.94313
OG,SELL,LIMIT,IOC,16.5,12.980000,13.177000,FILLED,11.7,16.5,1756103658149,214.17000000000002
ENS,SELL,LIMIT,IOC,156.0,24.945,25.197,FILLED,9.5,156.0,1756103658150,3891.42
WLD,SELL,LIMIT,IOC,116,0.9275000,0.9368000,FILLED,116,116,1756103658422,107.59
BCH,SELL,LIMIT,IOC,16.742,567.31,570.07,FILLED,3.237,16.742,1756103659233,9497.90402
SEI,SELL,LIMIT,IOC,126,0.2982000,0.3013000,FILLED,126,126,1756103659252,37.5732
CRV,SELL,LIMIT,IOC,9.2,0.859,0.865,FILLED,9.2,9.2,1756103659252,7.902799999999999
ONT,BUY,LIMIT,IOC,204.3,0.2072,0.2036,FILLED,204.3,204.3,1756103659276,42.330960000000005
CHR,SELL,LIMIT,IOC,489,0.1002,0.1018,FILLED,489,489,1756103659488,48.9978
QTUM,SELL,LIMIT,IOC,11.1,3.144,3.188,FILLED,11.1,11.1,1756103659564,34.8984
LTC,SELL,LIMIT,IOC,0.374,113.47,114.05,FILLED,0.374,0.374,1756103659564,42.43778
ADA,SELL,LIMIT,IOC,21,0.88370,0.88820,FILLED,21,21,1756103659564,18.5577
KERNEL,SELL,LIMIT,IOC,6052,0.1979000,0.2008000,FILLED,1644,6052,1756103660239,1197.6907999999999
GTC,SELL,LIMIT,IOC,161.8,0.341,0.345,FILLED,161.8,161.8,1756103660292,55.17380000000001
ADA,SELL,LIMIT,IOC,29,0.88350,0.88770,FILLED,2,29,1756103664261,25.621499999999997
BTCUSDC,SELL,LIMIT,IOC,0.160,111655.0,112097.5,FILLED,0.160,0.160,1756103664333,17864.8
ETHUSDC,SELL,LIMIT,IOC,5.000,4639.94,4657.44,FILLED,1.641,5.000,1756103664333,23199.699999999997
QTUM,SELL,LIMIT,IOC,106.1,3.140,3.186,FILLED,40.2,106.1,1756103664394,333.154
UNI,SELL,LIMIT,IOC,1,10.4730,10.5290,FILLED,1,1,1756103664540,10.473
DOGE,SELL,LIMIT,IOC,105,0.222620,0.223960,FILLED,105,105,1756103665633,23.3751
SOLUSDC,SELL,LIMIT,IOC,2.49,201.6500,202.6500,FILLED,2.49,2.49,1756103666093,502.10850000000005
SUI,SELL,LIMIT,IOC,9.0,3.524000,3.559200,FILLED,9.0,9.0,1756103666113,31.716
SAHARA,SELL,LIMIT,IOC,380,0.0840700,0.0849200,FILLED,380,380,1756103666234,31.946600000000004
CHILLGUY,SELL,LIMIT,IOC,546,0.0441000,0.0445100,FILLED,11,546,1756103666252,24.0786
ETH,SELL,LIMIT,IOC,0.052,4637.85,4655.87,FILLED,0.041,0.052,1756103666439,241.1682
ZK,SELL,LIMIT,IOC,52057,0.0649400,0.0655657,FILLED,12078,52057,1756103666527,3380.58158
ETHUSDC,SELL,LIMIT,IOC,0.130,4639.50,4657.58,FILLED,0.130,0.130,1756103666544,603.135
DOGE,SELL,LIMIT,IOC,6412,0.222570,0.224040,FILLED,6412,6412,1756103667082,1427.1188399999999
TON,SELL,LIMIT,IOC,449.3,3.2325000,3.2649839,FILLED,156.9,449.3,1756103667082,1452.36225
TRUMP,SELL,LIMIT,IOC,173.33,8.419000,8.506000,FILLED,173.33,173.33,1756103667082,1459.26527
1000PEPE,SELL,LIMIT,IOC,95070,0.0104454,0.0105172,FILLED,58788,95070,1756103667082,993.0441780000001
ETHW,SELL,LIMIT,IOC,282,1.749800,1.774421,FILLED,222,282,1756103667082,493.4436
ARB,SELL,LIMIT,IOC,107.8,0.558700,0.561800,FILLED,107.8,107.8,1756103667164,60.22785999999999
1000SHIB,SELL,LIMIT,IOC,361080,0.012565,0.012647,FILLED,62148,361080,1756103667289,4536.9702
KERNEL,SELL,LIMIT,IOC,171,0.1908000,0.2009000,FILLED,171,171,1756103667475,32.6268
AI,SELL,LIMIT,IOC,250,0.119150,0.125360,FILLED,250,250,1756103667475,29.7875
AIXBT,SELL,LIMIT,IOC,500,0.1062600,0.1118900,FILLED,500,500,1756103667475,53.129999999999995
MAV,SELL,LIMIT,IOC,532,0.0568000,0.0597800,FILLED,532,532,1756103667475,30.2176
ETH,SELL,LIMIT,IOC,1.844,4637.60,4657.21,FILLED,0.419,1.844,1756103667523,8551.734400000001
SOL,SELL,LIMIT,IOC,2.47,201.7400,202.8100,FILLED,2.47,2.47,1756103667556,498.29780000000005
POL,SELL,LIMIT,IOC,49,0.2422300,0.2446500,FILLED,49,49,1756103667583,11.86927
UNI,SELL,LIMIT,IOC,45,10.4700,10.5340,FILLED,45,45,1756103667646,471.15000000000003
AVAAI,SELL,LIMIT,IOC,32294,0.0256400,0.0268800,FILLED,32294,32294,1756103667672,828.01816
ETH_250926,SELL,LIMIT,IOC,0.028,4637.10,4684.84,FILLED,0.028,0.028,1756103667903,129.83880000000002
QTUM,SELL,LIMIT,IOC,100.0,3.139,3.184,FILLED,100.0,100.0,1756103668048,313.9
QTUM,SELL,LIMIT,IOC,50.0,3.137,3.185,FILLED,50.0,50.0,1756103669091,156.85
ONT,SELL,LIMIT,IOC,1837.8,0.1995,0.2013,FILLED,1837.8,1837.8,1756103669162,366.6411
BERA,SELL,LIMIT,IOC,16.3,2.329734,2.355000,FILLED,16.3,16.3,1756103669528,37.97466420000001
ONT,SELL,LIMIT,IOC,1086.4,0.1991,0.2015,FILLED,1086.4,1086.4,1756103671049,216.30224
QTUM,SELL,LIMIT,IOC,88.0,3.136,3.183,FILLED,42.1,88.0,1756103673103,275.968
QTUM,SELL,LIMIT,IOC,12.3,3.135,3.181,FILLED,12.3,12.3,1756103675416,38.5605
QTUM,SELL,LIMIT,IOC,372.0,3.132,3.178,FILLED,372.0,372.0,1756103678228,1165.104
QTUM,SELL,LIMIT,IOC,6.0,3.130,3.177,FILLED,5.5,6.0,1756103681614,18.78
QTUM,SELL,LIMIT,IOC,77.9,3.126,3.173,FILLED,77.9,77.9,1756103689409,243.5154
BNB,SELL,LIMIT,IOC,0.02,864.800,869.260,FILLED,0.02,0.02,1756103689457,17.296
QTUM,SELL,LIMIT,IOC,5281.1,3.107,3.170,FILLED,88.8,5281.1,1756103692223,16408.3777
QTUM,SELL,LIMIT,IOC,40.9,3.124,3.170,FILLED,5.9,40.9,1756103694270,127.7716
QTUM,SELL,LIMIT,IOC,521.5,3.123,3.169,FILLED,226.7,521.5,1756103696316,1628.6445
AVAAI,SELL,LIMIT,IOC,11148,0.0255900,0.0269381,FILLED,2008,11148,1756103697099,285.27732000000003
ASR,SELL,LIMIT,IOC,19.0,2.791000,2.833000,FILLED,19.0,19.0,1756103700419,53.028999999999996
QTUM,SELL,LIMIT,IOC,112.0,3.121,3.168,FILLED,107.2,112.0,1756103705054,349.552
NTRN,SELL,LIMIT,IOC,600,0.103390,0.104830,FILLED,600,600,1756103707470,62.034
ONG,SELL,LIMIT,IOC,1000,0.2092700,0.2117421,FILLED,247,1000,1756103709580,209.27
BNB,SELL,LIMIT,IOC,0.02,864.710,868.680,FILLED,0.02,0.02,1756103710352,17.2942
POL,SELL,LIMIT,IOC,40,0.2419200,0.2443500,FILLED,40,40,1756103712188,9.6768
SUI,SELL,LIMIT,IOC,47.2,3.523200,3.558700,FILLED,47.2,47.2,1756103714293,166.29504000000003
ONT,BUY,LIMIT,IOC,23488.8,0.2056,0.2029,FILLED,516.2,23488.8,1756103716055,4829.29728
APT,SELL,LIMIT,IOC,1103.0,4.47170,4.51655,FILLED,23.2,1103.0,1756103716284,4932.2851
ONT,BUY,LIMIT,IOC,9930.4,0.2057,0.2030,FILLED,122.0,9930.4,1756103717088,2042.68328
AVAAI,SELL,LIMIT,IOC,2916,0.0255800,0.0269300,FILLED,1278,2916,1756103718460,74.59128
APT,SELL,LIMIT,IOC,212.5,4.47160,4.51653,FILLED,119.6,212.5,1756103718610,950.2149999999999
CRV,SELL,LIMIT,IOC,1115.8,0.859,0.865,FILLED,1115.8,1115.8,1756103719108,958.4721999999999
ONT,BUY,LIMIT,IOC,55.8,0.2063,0.2033,FILLED,55.8,55.8,1756103719199,11.51154
ONT,BUY,LIMIT,IOC,946.6,0.2064,0.2033,FILLED,319.6,946.6,1756103720462,195.37824
ETH_250926,SELL,LIMIT,IOC,0.179,4636.21,4682.37,FILLED,0.151,0.179,1756103722427,829.88159
ETH,SELL,LIMIT,IOC,0.333,4637.42,4654.78,FILLED,0.018,0.333,1756103723045,1544.26086
ETHUSDC,SELL,LIMIT,IOC,0.028,4639.14,4657.02,FILLED,0.023,0.028,1756103723072,129.89592000000002
ETH,SELL,LIMIT,IOC,0.015,4636.80,4655.88,FILLED,0.015,0.015,1756103727063,69.552
ETH,SELL,LIMIT,IOC,0.124,4636.22,4652.00,FILLED,0.124,0.124,1756103731087,574.89128
BTC,SELL,LIMIT,IOC,0.009,111626.00,112060.00,FILLED,0.008,0.009,1756103731128,1004.6339999999999
ETHUSDC,BUY,LIMIT,IOC,1.000,4675.62,4654.78,FILLED,1.000,1.000,1756103731295,4675.62
ETHFI,SELL,LIMIT,IOC,290.1,1.1938000,1.2054000,FILLED,56.4,290.1,1756103731352,346.32138000000003
PENGU,SELL,LIMIT,IOC,2917,0.0320640,0.0323880,FILLED,2290,2917,1756103732267,93.53068800000001
ETHUSDC,SELL,LIMIT,IOC,0.013,4638.09,4656.09,FILLED,0.013,0.013,1756103732562,60.29517
TRUMP,SELL,LIMIT,IOC,3.42,8.417000,8.502000,FILLED,3.42,3.42,1756103732599,28.78614
BTC,SELL,LIMIT,IOC,0.002,111624.60,112063.60,FILLED,0.002,0.002,1756103733156,223.24920000000003
ETH,SELL,LIMIT,IOC,0.069,4635.81,4655.59,FILLED,0.069,0.069,1756103733346,319.87089000000003
BTC,SELL,LIMIT,IOC,0.021,111623.40,112068.00,FILLED,0.021,0.021,1756103734232,2344.0914000000002
BIO,SELL,LIMIT,IOC,475,0.2364800,0.2387700,FILLED,475,475,1756103735127,112.328
API3,SELL,LIMIT,IOC,2176.8,1.2788,1.2912,FILLED,390.2,2176.8,1756103735372,2783.69184
ETHUSDC,SELL,LIMIT,IOC,0.032,4637.60,4655.54,FILLED,0.032,0.032,1756103735625,148.40320000000003
ETH,SELL,LIMIT,IOC,0.521,4635.69,4652.77,FILLED,0.521,0.521,1756103736069,2415.19449
LINK,SELL,LIMIT,IOC,6649.17,25.657,25.874,FILLED,744.50,6649.17,1756103737076,170597.75469
ORDI,SELL,LIMIT,IOC,6.6,9.173000,9.262000,FILLED,6.6,6.6,1756103737462,60.541799999999995
ETH,SELL,LIMIT,IOC,0.100,4634.80,4653.10,FILLED,0.095,0.100,1756103738035,463.48
LTC,SELL,LIMIT,IOC,28.803,113.43,113.95,FILLED,10.094,28.803,1756103738070,3267.12429
1000CAT,SELL,LIMIT,IOC,213485,0.0081490,0.0082252,FILLED,6797,213485,1756103738118,1739.689265
DOGE,SELL,LIMIT,IOC,4366,0.222650,0.223990,FILLED,4323,4366,1756103738118,972.0899
BTC,SELL,LIMIT,IOC,0.016,111619.60,112057.80,FILLED,0.016,0.016,1756103738128,1785.9136
CGPT,SELL,LIMIT,IOC,744,0.0913800,0.0927000,FILLED,683,744,1756103738262,67.98672
ETHUSDC,SELL,LIMIT,IOC,1.848,4637.42,4655.43,FILLED,0.354,1.848,1756103738336,8569.95216
BIO,SELL,LIMIT,IOC,479,0.2364300,0.2387900,FILLED,479,479,1756103738508,113.24997
ETH_251226,SELL,LIMIT,IOC,0.073,4725.89,4772.88,FILLED,0.050,0.073,1756103738508,344.98997
BCH,SELL,LIMIT,IOC,0.527,567.48,570.08,FILLED,0.527,0.527,1756103738508,299.06196
ETC,SELL,LIMIT,IOC,201.58,22.313,22.416,FILLED,100.12,201.58,1756103738510,4497.85454
IOTA,SELL,LIMIT,IOC,2158.0,0.1968,0.1987,FILLED,2158.0,2158.0,1756103738510,424.69440000000003
XLM,SELL,LIMIT,IOC,1662,0.39415,0.39793,FILLED,1662,1662,1756103738510,655.0773
AVAAI,SELL,LIMIT,IOC,9937,0.0255800,0.0269000,FILLED,9732,9937,1756103738578,254.18846
ETH,SELL,LIMIT,IOC,0.457,4634.63,4652.89,FILLED,0.457,0.457,1756103739150,2118.0259100000003
BTC,SELL,LIMIT,IOC,0.043,111617.00,112057.80,FILLED,0.028,0.043,1756103739150,4799.531
IMX,SELL,LIMIT,IOC,23,0.5569,0.5621,FILLED,23,23,1756103739364,12.808699999999998
BNB,SELL,LIMIT,IOC,0.18,864.250,868.560,FILLED,0.18,0.18,1756103739366,155.565
ETHUSDC,SELL,LIMIT,IOC,5.982,4636.65,4655.17,FILLED,2.808,5.982,1756103739381,27736.4403
LTC,SELL,LIMIT,IOC,500.000,112.89,113.92,FILLED,1.040,500.000,1756103739413,56445.0
BCHUSDC,SELL,LIMIT,IOC,0.039,567.11,569.95,FILLED,0.039,0.039,1756103739462,22.11729
OP,SELL,LIMIT,IOC,153.8,0.7512000,0.7556000,FILLED,153.8,153.8,1756103739554,115.53456
ARB,SELL,LIMIT,IOC,8238.6,0.558500,0.561736,FILLED,2579.9,8238.6,1756103741109,4601.2581
BTC,SELL,LIMIT,IOC,0.034,111611.70,112057.80,FILLED,0.034,0.034,1756103741190,3794.7978000000003
LTC,SELL,LIMIT,IOC,1.148,113.38,113.94,FILLED,0.532,1.148,1756103741197,130.16024
ETHUSDC,SELL,LIMIT,IOC,0.257,4637.04,4656.67,FILLED,0.257,0.257,1756103743770,1191.71928
ARB,SELL,LIMIT,IOC,2367.2,0.558400,0.561500,FILLED,361.1,2367.2,1756103745329,1321.84448
BTC,SELL,LIMIT,IOC,0.002,111606.10,112050.00,FILLED,0.002,0.002,1756103747148,223.21220000000002
ARB,SELL,LIMIT,IOC,0.2,0.558300,0.561600,FILLED,0.2,0.2,1756103749079,0.11166000000000001
TRUMP,SELL,LIMIT,IOC,11520.73,8.341000,8.494292,FILLED,108.34,11520.73,1756103749113,96094.40892999999
SOON,BUY,LIMIT,IOC,1018,0.2418600,0.2404033,FILLED,74,1018,1756103749211,246.21348
WOO,SELL,LIMIT,IOC,85,0.07138,0.07240,FILLED,85,85,1756103749589,6.0672999999999995
DYM,SELL,LIMIT,IOC,21.0,0.231400,0.235000,FILLED,10.0,21.0,1756103750233,4.8594
STRK,SELL,LIMIT,IOC,1409.4,0.1348000,0.1362000,FILLED,1409.4,1409.4,1756103750599,189.98712
BTC,SELL,LIMIT,IOC,0.010,111602.70,112039.10,FILLED,0.010,0.010,1756103751237,1116.027
ETHUSDC,SELL,LIMIT,IOC,0.851,4636.76,4655.08,FILLED,0.851,0.851,1756103753550,3945.88276
