Event Time,Symbol,Aggregate Trade ID,Price,Quantity,First Trade ID,Trade Time,Is Buyer Maker,USD Size
2025-08-25 14:03:26,ETHUSDT,2410968710,4568.85,849.515,6273187895,1756148606101,True,3881306.61
2025-08-25 14:03:26,ETHUSDT,2410968711,4568.85,134.913,6273187935,1756148606202,True,616397.26
2025-08-25 14:03:26,ETHUSDT,2410968714,4568.85,619.036,6273187976,1756148606356,True,2828282.63
2025-08-25 14:03:26,ETHUSDT,2410968715,4568.85,6342.078,6273188010,1756148606457,True,28976003.07
2025-08-25 14:03:26,ETHUSDT,2410968716,4568.85,1064.462,6273188130,1756148606560,True,4863367.21
2025-08-25 14:03:26,ETHUSDT,2410968717,4568.85,1416.924,6273188262,1756148606661,True,6473713.22
2025-08-25 14:03:26,ETHUSDT,2410968722,4568.85,1784.970,6273188453,1756148606908,True,8155260.18
2025-08-25 14:03:26,ETHUSDT,2410968724,4568.85,3903.035,6273188551,1756148606948,True,17832381.46
2025-08-25 14:03:27,ETHUSDT,2410969260,4566.57,124.551,6273190994,1756148607023,True,568770.86
2025-08-25 14:03:27,SOLUSDT,948301827,195.9100,3011.00,2601795151,1756148607957,False,589885.01
2025-08-25 14:03:28,ETHUSDT,2410970270,4561.13,150.845,6273193725,1756148608806,False,688023.65
2025-08-25 14:03:28,ETHUSDT,2410970277,4561.17,126.936,6273193795,1756148608866,False,578976.68
2025-08-25 14:03:29,BTCUSDT,2833689480,112181.10,5.276,6584326171,1756148609109,True,591867.48
2025-08-25 14:03:29,BTCUSDT,2833689488,112181.10,20.708,6584326214,1756148609279,True,2323046.22
2025-08-25 14:03:30,ETHUSDT,2410971392,4562.80,152.563,6273196395,1756148610533,False,696114.46
2025-08-25 14:03:30,BTCUSDT,2833689609,112160.80,5.000,6584326575,1756148610747,False,560804.00
2025-08-25 14:03:31,ETHUSDT,2410971495,4561.65,187.105,6273196734,1756148611223,False,853507.52
2025-08-25 14:03:34,ETHUSDT,2410971774,4560.49,127.875,6273197781,1756148614041,True,583172.66
2025-08-25 14:03:34,ETHUSDT,2410971813,4560.06,133.936,6273197959,1756148614041,True,610756.20
2025-08-25 14:03:34,ETHUSDT,2410971816,4560.03,118.204,6273197974,1756148614042,True,539013.79
2025-08-25 14:03:35,SOLUSDT,948301979,195.8000,7602.78,2601796495,1756148615168,True,1488624.32
2025-08-25 14:03:35,ETHUSDT,2410971984,4560.00,235.206,6273198751,1756148615317,True,1072539.36
2025-08-25 14:03:37,BTCUSDT,2833689740,112145.60,17.759,6584326978,1756148617875,False,1991593.71
2025-08-25 14:03:40,ETHUSDT,2410972441,4559.00,200.000,6273200537,1756148620045,True,911800.00
2025-08-25 14:03:40,ETHUSDT,2410972482,4559.00,124.136,6273200666,1756148620046,True,565936.02
2025-08-25 14:03:44,ETHUSDT,2410973002,4555.00,298.830,6273202664,1756148624034,True,1361170.65
2025-08-25 14:03:46,ETHUSDT,2410974034,4556.79,151.971,6273205375,1756148626049,True,692499.93
2025-08-25 14:03:46,ETHUSDT,2410974190,4555.00,403.915,6273205760,1756148626060,False,1839832.83
2025-08-25 14:03:47,SOLUSDT,948302196,195.8400,2932.25,2601797987,1756148627603,False,574251.84
2025-08-25 14:03:50,BTCUSDT,2833690164,112190.60,5.380,6584327996,1756148630019,True,603585.43
2025-08-25 14:03:50,BTCUSDT,2833690186,112184.00,12.702,6584328067,1756148630345,False,1424961.17
2025-08-25 14:03:52,ETHUSDT,2410975605,4560.00,360.019,6273209191,1756148632599,True,1641686.64
2025-08-25 14:04:02,ETHUSDT,2410976364,4561.72,173.464,6273212100,1756148642565,False,791294.20
2025-08-25 14:04:09,ETHUSDT,2410976929,4563.36,200.023,6273213539,1756148649025,False,912776.96
2025-08-25 14:04:33,ETHUSDT,2410977679,4566.16,180.040,6273215481,1756148673532,True,822091.45
2025-08-25 14:04:33,ETHUSDT,2410978217,4560.00,126.124,6273217099,1756148673601,False,575125.44
2025-08-25 14:04:33,ETHUSDT,2410978219,4560.00,504.348,6273217103,1756148673604,False,2299826.88
2025-08-25 14:04:33,BTCUSDT,2833691019,112221.90,8.735,6584329774,1756148673581,True,980258.30
2025-08-25 14:04:33,ETHUSDT,2410978231,4560.00,111.720,6273217142,1756148673643,False,509443.20
2025-08-25 14:04:33,ETHUSDT,2410978241,4560.00,188.649,6273217170,1756148673660,False,860239.44
2025-08-25 14:04:33,ETHUSDT,2410978259,4560.00,170.571,6273217202,1756148673687,False,777803.76
2025-08-25 14:04:33,ETHUSDT,2410978263,4560.00,128.875,6273217212,1756148673691,False,587670.00
2025-08-25 14:04:33,ETHUSDT,2410978269,4560.00,183.724,6273217223,1756148673699,False,837781.44
2025-08-25 14:04:36,ETHUSDT,2410979008,4555.22,239.141,6273219280,1756148676758,True,1089339.87
2025-08-25 14:04:36,ETHUSDT,2410979107,4554.02,333.367,6273219543,1756148676759,True,1518159.99
2025-08-25 14:04:36,ETHUSDT,2410979165,4553.40,264.878,6273219723,1756148676760,True,1206095.49
2025-08-25 14:04:48,ETHUSDT,2410979622,4557.52,156.518,6273221084,1756148688556,True,713333.92
2025-08-25 14:04:50,ETHUSDT,2410979740,4556.83,145.771,6273221439,1756148690926,True,664253.67
2025-08-25 14:04:51,ETHUSDT,2410979762,4556.48,271.686,6273221490,1756148691104,False,1237931.83
2025-08-25 14:05:03,ETHUSDT,2410980340,4554.54,130.455,6273223095,1756148703567,False,594162.52
2025-08-25 14:05:04,ETHUSDT,2410980381,4554.56,136.813,6273223233,1756148704199,False,623123.02
2025-08-25 14:05:06,ETHUSDT,2410980723,4554.00,260.192,6273224427,1756148706076,False,1184914.37
2025-08-25 14:05:06,ETHUSDT,2410980784,4554.99,156.865,6273224973,1756148706757,True,714518.51
2025-08-25 14:05:11,ETHUSDT,2410981017,4554.86,240.371,6273225594,1756148711799,False,1094856.25
2025-08-25 14:05:11,ETHUSDT,2410981141,4556.30,365.428,6273226038,1756148711811,False,1664999.60
2025-08-25 14:05:11,ETHUSDT,2410981143,4556.32,2341.636,6273226052,1756148711811,False,10669242.94
2025-08-25 14:05:12,BTCUSDT,2833691735,112170.30,10.663,6584331303,1756148712972,True,1196071.91
2025-08-25 14:05:12,BTCUSDT,2833691799,112159.90,6.070,6584331498,1756148712973,True,680810.59
2025-08-25 14:05:13,BTCUSDT,2833691814,112163.90,17.166,6584331559,1756148713690,False,1925405.51
2025-08-25 14:05:14,ETHUSDT,2410981753,4557.00,496.385,6273227671,1756148714158,True,2262026.44
2025-08-25 14:05:16,ETHUSDT,2410981938,4556.00,329.179,6273228167,1756148716751,False,1499739.52
2025-08-25 14:05:19,ETHUSDT,2410982419,4557.80,220.296,6273229263,1756148719769,False,1004065.11
2025-08-25 14:05:22,ETHUSDT,2410983276,4563.33,231.973,6273231586,1756148722702,True,1058569.35
2025-08-25 14:05:30,ETHUSDT,2410983728,4563.86,132.406,6273232805,1756148730963,False,604282.45
2025-08-25 14:05:32,ETHUSDT,2410983786,4563.86,140.754,6273232979,1756148732700,False,642381.55
2025-08-25 14:05:34,BTCUSDT,2833692305,112191.90,14.275,6584332694,1756148734549,False,1601539.37
2025-08-25 14:05:41,ETHUSDT,2410984063,4563.00,1197.570,6273233645,1756148741474,True,5464511.91
2025-08-25 14:05:58,BTCUSDT,2833692773,112198.90,12.483,6584333667,1756148758426,False,1400578.87
2025-08-25 14:06:06,ETHUSDT,2410984976,4567.16,128.568,6273236215,1756148766110,True,587190.63
2025-08-25 14:06:06,BTCUSDT,2833693081,112252.40,5.989,6584334255,1756148766152,True,672279.62
2025-08-25 14:06:24,ETHUSDT,2410985389,4564.71,169.970,6273237340,1756148784050,True,775863.76
2025-08-25 14:06:39,ETHUSDT,2410985715,4563.00,275.278,6273238214,1756148799128,True,1256093.51
2025-08-25 14:06:42,BTCUSDT,2833693444,112237.20,8.353,6584335117,1756148802399,True,937517.33
2025-08-25 14:06:58,ETHUSDT,2410986226,4562.43,217.811,6273239472,1756148818142,False,993747.44
